R4325	R4325	1	1e-05	1e-05	0.210689	0.674798
R4330	R4330	1	1e-05	0.051816	1e-05	0.421868
R4341	R4341	1	1e-05	0.12163	0.041159	0.024575
R4342	R4342	1	0.020381	1e-05	0.036933	0.747502
R4345	R4345	1	0.109017	1e-05	0.041353	0.694695
R4349	R4349	1	0.117133	1e-05	0.34133	0.274293
R4350	R4350	1	1e-05	1.2e-05	1e-05	0.41272
R4353	R4353	1	0.041358	1e-05	0.706737	1e-05
R4360	R4360	1	0.062831	1e-05	0.085839	0.575716
R4365	R4365	1	0.137266	0.104652	0.706516	0.051557
R4368	R4368	1	0.155902	1e-05	0.098131	0.55283
R4373	R4373	1	0.107109	1e-05	0.076228	0.41823
R4374	R4374	1	1e-05	0.026628	0.131672	0.747026
R4376	R4376	1	1e-05	1e-05	1e-05	0.956233
R4385	R4385	1	0.050836	0.017985	0.308373	0.253257
R4386	R4386	1	0.446935	0.000526	0.116226	0.23728
R4398	R4398	1	1e-05	1e-05	1e-05	0.99996
R4405	R4405	1	0.083026	0.090523	0.665306	0.161136
R4406	R4406	1	1e-05	1e-05	1e-05	0.680693
R4413	R4413	1	0.467467	1e-05	0.418649	0.042104
R4415	R4415	1	1e-05	1e-05	1e-05	0.99996
R4420	R4420	1	0.091099	0.069277	0.370839	0.468775
R4422	R4422	1	1e-05	1e-05	0.945244	1e-05
R4431	R4431	1	0.04599	0.147029	0.111176	0.090605
R4434	R4434	1	0.17867	0.102052	0.575806	0.13478
R4437	R4437	1	1e-05	0.038537	0.073677	0.821978
R4439	R4439	1	0.114009	0.046932	0.123692	0.481395
R4440	R4440	1	0.091737	0.019249	0.882053	0.00695
R4441	R4441	1	1e-05	0.03569	1e-05	0.662223
R4450	R4450	1	1e-05	1e-05	0.151724	0.848246
R4451	R4451	1	1e-05	1e-05	0.003765	0.996205
R4452	R4452	1	1e-05	1e-05	1e-05	0.99996
R4453	R4453	1	0.157035	0.005657	0.143118	0.46648
R4455	R4455	1	1e-05	1e-05	0.99996	1e-05
R4463	R4463	1	1e-05	1e-05	1e-05	0.619932
R4464	R4464	1	1e-05	1e-05	1e-05	0.288173
R4465	R4465	1	1e-05	0.233802	0.062468	0.056377
R4469	R4469	1	1e-05	0.029287	1e-05	0.663381
R4472	R4472	1	1e-05	1e-05	1e-05	0.681626
R4473	R4473	1	1e-05	1e-05	1e-05	0.680575
R4474	R4474	1	1e-05	0.114811	0.021144	1e-05
R4480	R4480	1	0.106335	0.010581	0.269639	0.353589
R4482	R4482	1	1e-05	1e-05	0.097425	0.704769
R4484	R4484	1	0.139029	1e-05	0.057418	0.673743
R4487	R4487	1	1e-05	0.064935	1e-05	0.168191
R4489	R4489	1	1e-05	1e-05	0.069755	0.643447
R4500	R4500	1	0.117089	0.018825	0.15437	0.477239
R4502	R4502	1	1e-05	1e-05	1e-05	0.99996
R4507	R4507	1	0.041686	0.024244	1e-05	0.658729
R4508	R4508	1	0.003309	1e-05	0.996661	1e-05
R4510	R4510	1	0.036818	1e-05	1e-05	0.646374
R4514	R4514	1	0.159648	0.046046	0.086967	0.66412
R4518	R4518	1	0.496591	0.000297	1e-05	0.246367
R4523	R4523	1	0.091225	0.039933	0.055666	0.753935
R4525	R4525	1	1e-05	0.024887	0.115484	0.819547
R4531	R4531	1	0.098469	0.161442	0.075069	0.444461
R4533	R4533	1	1e-05	0.044457	1e-05	0.955513
R4543	R4543	1	1e-05	1e-05	1e-05	0.209096
R4547	R4547	1	0.12463	1e-05	0.057725	0.624682
R4558	R4558	1	0.046686	1e-05	0.106996	0.402539
R4572	R4572	1	1e-05	1e-05	1e-05	0.281164
R4576	R4576	1	0.089606	0.047121	0.096767	0.447177
R4580	R4580	1	0.066938	0.083297	0.849745	1e-05
R4583	R4583	1	0.039044	1e-05	0.065785	0.624482
R4586	R4586	1	1.2e-05	1e-05	1e-05	0.201338
R4596	R4596	1	0.031623	1e-05	0.022434	0.786737
R4601	R4601	1	1e-05	1e-05	0.00867	0.800319
R4618	R4618	1	0.557843	1e-05	0.047633	0.122959
R4627	R4627	1	0.068598	1e-05	0.081419	0.665554
R4628	R4628	1	0.091969	1e-05	1e-05	0.188346
R4634	R4634	1	0.15906	0.13811	0.422129	0.053388
R4635	R4635	1	0.299521	0.015363	0.061641	0.165984
R4637	R4637	1	0.057395	1e-05	1e-05	0.377246
R4638	R4638	1	0.446682	1e-05	0.006819	0.546479
R4640	R4640	1	1e-05	1e-05	1e-05	0.99996
R4641	R4641	1	0.070169	1e-05	0.347743	0.339299
R4646	R4646	1	0.235326	0.137343	0.159363	0.116083
R4647	R4647	1	1e-05	1e-05	1e-05	0.223956
R4654	R4654	1	1e-05	1.9e-05	1e-05	0.142159
R4655	R4655	1	1e-05	1e-05	0.132243	0.799282
R4664	R4664	1	0.743534	0.039852	0.216594	1e-05
R4665	R4665	1	0.520624	1e-05	0.159041	0.171083
R4667	R4667	1	0.238647	1e-05	1e-05	0.242779
R4678	R4678	1	0.741966	0.064038	0.151342	1e-05
R4680	R4680	1	1e-05	1e-05	0.126115	0.873855
R4684	R4684	1	0.015997	0.042672	0.057029	1e-05
R4689	R4689	1	0.721414	1e-05	0.08054	0.033653
R4690	R4690	1	1e-05	0.109966	0.073224	1e-05
R4695	R4695	1	1e-05	0.302759	0.697211	1e-05
R4696	R4696	1	1e-05	0.155602	0.045966	1e-05
R4697	R4697	1	0.072271	0.089194	0.028322	0.024223
R4698	R4698	1	0.030796	0.096005	0.802926	1e-05
R4707	R4707	1	0.043152	0.298604	0.01771	0.075718
R4713	R4713	1	1e-05	0.039626	1e-05	0.262445
R4716	R4716	1	1e-05	0.384673	0.336238	1e-05
R4718	R4718	1	1e-05	0.909853	0.055745	1e-05
R4720	R4720	1	0.083768	0.476766	0.162225	1e-05
R4722	R4722	1	0.364303	1e-05	0.166415	0.397517
R4723	R4723	1	1e-05	0.090205	0.063499	0.063211
R4725	R4725	1	1e-05	0.499651	1e-05	0.073259
R4728	R4728	1	1e-05	0.482757	0.035377	1e-05
R4731	R4731	1	1e-05	0.99996	1e-05	1e-05
R4734	R4734	1	1e-05	2e-05	1e-05	0.062298
R4737	R4737	1	0.030587	0.03051	0.409033	0.096184
R4743	R4743	1	0.021045	0.028702	0.15061	0.203059
R4747	R4747	1	0.071826	0.035215	0.162357	0.231319
R4748	R4748	1	1e-05	0.066385	0.145676	1e-05
R4749	R4749	1	0.028101	0.164489	0.278008	1e-05
R4755	R4755	1	1e-05	0.167657	0.055094	1e-05
R4756	R4756	1	0.08453	0.218898	0.258931	0.011507
R4757	R4757	1	1e-05	0.134058	0.040294	1e-05
R4758	R4758	1	1e-05	0.143027	0.102605	1e-05
R4762	R4762	1	1e-05	0.204932	0.123193	1e-05
R4763	R4763	1	1e-05	0.055019	0.168581	0.019928
R4766	R4766	1	1e-05	0.369622	0.181	1e-05
R4767	R4767	1	1e-05	0.14937	0.069654	1e-05
R4773	R4773	1	0.664626	1e-05	0.210777	0.124577
R4775	R4775	1	0.329192	0.033988	0.6368	1e-05
R4776	R4776	1	0.99996	1e-05	1e-05	1e-05
R4779	R4779	1	0.492871	1e-05	1e-05	0.507099
R4783	R4783	1	0.828638	1e-05	0.108515	0.031831
R4784	R4784	1	0.99996	1e-05	1e-05	1e-05
R4786	R4786	1	0.99996	1e-05	1e-05	1e-05
R4792	R4792	1	0.559426	1e-05	1e-05	0.13462
R4794	R4794	1	0.429299	1e-05	0.018295	0.277861
R4795	R4795	1	0.732765	1e-05	0.037071	0.176558
R4796	R4796	1	0.502318	1e-05	0.028919	0.468743
R4797	R4797	1	0.99996	1e-05	1e-05	1e-05
R4798	R4798	1	0.474259	1e-05	0.525711	1e-05
R4801	R4801	1	0.99996	1e-05	1e-05	1e-05
R4804	R4804	1	0.009504	1e-05	1e-05	0.127707
R4810	R4810	1	0.903759	1e-05	0.096211	1e-05
R4812	R4812	1	0.99996	1e-05	1e-05	1e-05
R4815	R4815	1	0.025818	1e-05	1e-05	0.126114
R4817	R4817	1	0.99996	1e-05	1e-05	1e-05
R4822	R4822	1	0.036068	0.117545	1e-05	0.063357
R4825	R4825	1	1e-05	0.078845	0.006834	0.091539
R4835	R4835	1	0.446998	1e-05	1e-05	0.135501
R4839	R4839	1	0.06169	0.023786	0.025672	0.457973
R4843	R4843	1	0.599772	1e-05	0.02452	0.375688
R4845	R4845	1	0.939793	1e-05	0.001214	1e-05
R4849	R4849	1	1e-05	1e-05	1e-05	0.31179
R4861	R4861	1	0.008563	1e-05	1e-05	0.103776
R4862	R4862	1	1e-05	0.226165	0.436128	1e-05
R4868	R4868	1	1e-05	0.13845	0.047433	1e-05
R4870	R4870	1	1e-05	1e-05	1e-05	0.281035
R4873	R4873	1	1e-05	1e-05	1e-05	0.907058
R4875	R4875	1	1e-05	0.182323	0.076507	1e-05
R4877	R4877	1	1e-05	0.194391	0.11954	1e-05
R4878	R4878	1	0.073492	1e-05	0.866606	0.059882
R4879	R4879	1	1e-05	0.103729	0.089525	1e-05
R4880	R4880	1	0.039401	0.026576	1e-05	0.635087
R4887	R4887	1	1e-05	0.097943	1e-05	0.048971
R4888	R4888	1	1e-05	0.169093	0.062782	1e-05
R4894	R4894	1	0.001467	0.811947	0.124827	1e-05
R4897	R4897	1	1e-05	0.016602	0.971362	1e-05
R4904	R4904	1	0.098792	1e-05	0.183057	0.331916
R4905	R4905	1	0.108543	0.012948	0.207668	0.253487
R4906	R4906	1	0.108837	1e-05	0.864818	0.026325
R4907	R4907	1	0.118205	1e-05	0.881765	1e-05
R4910	R4910	1	1e-05	1e-05	1e-05	0.25389
R4914	R4914	1	1e-05	1e-05	0.069426	0.216043
R4917	R4917	1	0.004717	1e-05	0.085169	0.329284
R4920	R4920	1	1e-05	1e-05	0.214035	0.288141
R4921	R4921	1	0.024845	1e-05	0.040543	0.253964
R4924	R4924	1	0.163006	0.023247	0.205825	0.296278
R4938	R4938	1	0.11627	1e-05	0.844312	0.039399
R4942	R4942	1	0.063333	1e-05	0.867885	0.068762
R4944	R4944	1	0.007766	1e-05	0.029993	0.367319
R4945	R4945	1	0.120793	1e-05	0.751142	1e-05
R4950	R4950	1	1e-05	0.061927	0.000583	0.05117
R4955	R4955	1	1e-05	1e-05	0.963329	1e-05
R4959	R4959	1	0.135138	1e-05	0.01593	0.233229
R4971	R4971	1	0.014866	1e-05	0.223086	0.762028
R4973	R4973	1	0.018397	1e-05	0.019932	0.387029
R4977	R4977	1	1e-05	1e-05	0.016106	0.437867
R4978	R4978	1	0.087737	1e-05	0.120566	0.186998
R4983	R4983	1	0.087276	0.004575	0.039641	0.335239
R4987	R4987	1	1e-05	0.277279	0.484534	1e-05
R4996	R4996	1	1e-05	0.293688	0.391714	0.007358
R4999	R4999	1	1e-05	0.165221	0.482442	1e-05
R5000	R5000	1	1e-05	0.205635	0.435542	1e-05
R5002	R5002	1	0.004939	0.294611	0.449268	1e-05
R5003	R5003	1	0.074432	0.259017	0.33312	1e-05
R5005	R5005	1	1e-05	0.207252	0.589288	1e-05
R5006	R5006	1	1e-05	0.24668	0.394126	1e-05
R5008	R5008	1	0.010622	0.213808	0.525233	1e-05
R5009	R5009	1	0.041619	0.375552	0.363085	1e-05
R5012	R5012	1	1e-05	0.286414	0.274433	1e-05
R5014	R5014	1	1e-05	0.365487	0.451956	1e-05
R5015	R5015	1	1e-05	0.396145	0.603825	1e-05
R5017	R5017	1	1e-05	0.160222	0.100039	1e-05
R5018	R5018	1	1e-05	0.421301	0.348326	0.013924
R5019	R5019	1	1e-05	0.397259	0.46972	1e-05
R5022	R5022	1	1e-05	0.387588	0.478371	1e-05
R5025	R5025	1	0.010896	0.586307	0.299486	1e-05
R5027	R5027	1	0.016326	0.288192	0.4548	1e-05
R5029	R5029	1	1e-05	0.174839	0.201754	1e-05
R5030	R5030	1	0.073413	0.713125	0.188745	0.024707
R5032	R5032	1	1e-05	0.865285	0.041176	0.051109
R5033	R5033	1	1e-05	0.99996	1e-05	1e-05
R5036	R5036	1	1e-05	0.660263	0.339707	1e-05
R5038	R5038	1	1e-05	0.621643	0.343372	0.034966
R5039	R5039	1	1e-05	0.915225	1e-05	1e-05
R5040	R5040	1	1e-05	0.756763	1e-05	1e-05
R5041	R5041	1	1e-05	0.99996	1e-05	1e-05
R5042	R5042	1	1e-05	0.790253	1e-05	1e-05
R5043	R5043	1	1e-05	0.997966	1e-05	1e-05
R5044	R5044	1	1e-05	0.99996	1e-05	1e-05
R5045	R5045	1	1e-05	0.153877	0.546919	0.057644
R5047	R5047	1	1e-05	0.473602	0.525741	0.000638
R5048	R5048	1	1e-05	0.023214	0.926847	0.049919
R5049	R5049	1	1e-05	0.410892	0.574919	0.014169
R5051	R5051	1	0.001406	0.595922	0.402652	1e-05
R5057	R5057	1	1e-05	0.587622	0.315257	1e-05
R5058	R5058	1	1e-05	0.661218	0.325849	0.012914
R5059	R5059	1	0.024051	0.816349	0.128007	0.031584
R5064	R5064	1	1e-05	0.99996	1e-05	1e-05
R5067	R5067	1	1e-05	0.899962	0.100008	1e-05
R5073	R5073	1	1e-05	0.99996	1e-05	1e-05
R5087	R5087	1	0.104591	0.791858	0.103531	1e-05
R5088	R5088	1	1e-05	0.703764	0.283065	1e-05
R5091	R5091	1	0.041837	0.730549	0.110568	1e-05
R5094	R5094	1	1e-05	0.502663	0.295212	1e-05
R5103	R5103	1	0.043104	0.675216	0.28166	1e-05
R5110	R5110	1	0.146136	0.681934	0.17191	1e-05
R5111	R5111	1	1e-05	1e-05	0.406487	0.593483
R5112	R5112	1	0.053193	0.834451	0.112336	1e-05
R5120	R5120	1	1e-05	1e-05	0.99996	1e-05
R5124	R5124	1	0.036657	0.446877	0.399092	1e-05
R5128	R5128	1	0.02958	0.856102	0.114298	1e-05
R5129	R5129	1	1e-05	0.898736	0.044881	0.056363
R5130	R5130	1	0.013414	0.577685	0.371913	0.036978
R5131	R5131	1	1e-05	0.741595	0.22532	0.033065
R5132	R5132	1	1e-05	0.929381	0.070589	1e-05
R5137	R5137	1	0.137893	1e-05	0.005177	0.66596
R5138	R5138	1	0.062482	0.423888	0.510238	0.003383
R5142	R5142	1	0.075645	0.896764	0.02757	1e-05
R5145	R5145	1	0.041186	0.838087	0.099918	0.020798
R5148	R5148	1	0.12664	0.716531	0.143875	0.012944
R5149	R5149	1	1e-05	0.99996	1e-05	1e-05
R5152	R5152	1	0.075586	0.717481	0.162194	0.04473
R5153	R5153	1	0.080746	0.62219	0.188274	0.075937
R5155	R5155	1	0.014399	0.483836	0.38017	1e-05
R5156	R5156	1	1e-05	0.632831	0.187769	0.049599
R5158	R5158	1	0.036708	0.848203	0.055729	0.059349
R5159	R5159	1	1e-05	0.910023	0.089947	1e-05
R5161	R5161	1	1e-05	0.853213	0.129328	1e-05
